id,avis,label,categorie,difficulte,clean_avis,tokens_count,text_without_stopwords,processed_avis
768,Le produit est léger et facile à utiliser.,positif,produit,simple,le produit est léger et facile à utiliser,8,produit léger facile utiliser,produit léger facile utiliser
769,Votre service est vraiment remarquable.,positif,general,simple,votre service est vraiment remarquable,5,service vraiment remarquable,service vrai remarquable
770,Je ne pensais pas que vous seriez aussi efficaces.,positif,support,négation_positive,je ne pensais pas que vous seriez aussi efficaces,9,ne pensais pas seriez efficaces,ne pensais pas seriez efficaces
771,La commande est arrivée dans un délai raisonnable.,positif,livraison,simple,la commande est arrivée dans un délai raisonnable,8,commande arrivée délai raisonnable,commande arriver délai raisonnable
772,Je suis satisfait de l'ensemble de mon expérience.,positif,general,simple,je suis satisfait de l'ensemble de mon expérience,8,suis satisfait l'ensemble expérience,suis satisfaire l'ensemble expérience
773,L'application est bien intégrée à mon quotidien.,positif,application,simple,l'application est bien intégrée à mon quotidien,7,l'application intégrée quotidien,l'application intégrer quotidien
774,Je ne m'attendais pas à un service aussi pro.,positif,support,négation_positive,je ne m'attendais pas à un service aussi pro,9,ne m'attendais pas service pro,ne m'attendais pas service pro
775,La qualité du produit justifie son prix.,positif,produit,simple,la qualité du produit justifie son prix,7,qualité produit justifie prix,qualiter produit justifie prix
776,Votre service est dans les standards les plus élevés.,positif,general,simple,votre service est dans les standards les plus élevés,9,service standards élevés,service standards élevéer
777,Je suis très satisfait de la fluidité du service.,positif,general,simple,je suis très satisfait de la fluidité du service,9,suis satisfait fluidité service,suis satisfaire fluiditer service
778,L'appli est parfaitement responsive.,positif,application,simple,l'appli est parfaitement responsive,4,l'appli parfaitement responsive,l'appli parfaite responsive
779,Je ne pensais pas que ce serait aussi efficace.,positif,general,négation_positive,je ne pensais pas que ce serait aussi efficace,9,ne pensais pas serait efficace,ne pensais pas serait efficace
780,La livraison est toujours de qualité.,positif,livraison,simple,la livraison est toujours de qualité,6,livraison toujours qualité,livraison toujours qualiter
781,Je suis content de la façon dont ma réclamation a été gérée.,positif,support,simple,je suis content de la façon dont ma réclamation a été gérée,12,suis content façon réclamation été gérée,suis content façon réclamation éter gérer
782,Le produit est solide et de qualité.,positif,produit,simple,le produit est solide et de qualité,7,produit solide qualité,produit solide qualiter
783,Votre service est exemplaire dans sa gestion des retours.,positif,remboursement,simple,votre service est exemplaire dans sa gestion des retours,9,service exemplaire gestion retours,service exemplaire gestion retours
784,Je ne pensais pas que le processus serait aussi simple.,positif,general,négation_positive,je ne pensais pas que le processus serait aussi simple,10,ne pensais pas processus serait simple,ne pensais pas processus serait simple
785,La commande a bien été traitée dans les délais.,positif,general,simple,la commande a bien été traitée dans les délais,9,commande été traitée délais,commande éter traiter délais
786,Je suis satisfait de la qualité du remboursement.,positif,remboursement,simple,je suis satisfait de la qualité du remboursement,8,suis satisfait qualité remboursement,suis satisfaire qualiter rembourse
787,L'appli est claire et lisible.,positif,application,simple,l'appli est claire et lisible,5,l'appli claire lisible,l'appli claire lisible
788,Je ne m'attendais pas à autant de soin.,positif,produit,négation_positive,je ne m'attendais pas à autant de soin,8,ne m'attendais pas autant soin,ne m'attendais pas autant soin
789,La livraison est ponctuelle et soignée.,positif,livraison,simple,la livraison est ponctuelle et soignée,6,livraison ponctuelle soignée,livraison ponctuelle soigner
790,Je suis impressionné par la cohérence du service.,positif,general,simple,je suis impressionné par la cohérence du service,8,suis impressionné cohérence service,suis impressionner cohérence service
791,L'application est fiable et rapide.,positif,application,simple,l'application est fiable et rapide,5,l'application fiable rapide,l'application fiable rapide
792,Je ne pensais pas que la livraison serait aussi réussie.,positif,livraison,négation_positive,je ne pensais pas que la livraison serait aussi réussie,10,ne pensais pas livraison serait réussie,ne pensais pas livraison serait réussie
793,Le produit est agréable à utiliser.,positif,produit,simple,le produit est agréable à utiliser,6,produit agréable utiliser,produit agréable utiliser
794,Votre service m'a convaincu de revenir.,positif,general,simple,votre service m'a convaincu de revenir,6,service m'a convaincu revenir,service m'a convaincu revenir
795,Je suis très satisfait du suivi de ma commande.,positif,livraison,simple,je suis très satisfait du suivi de ma commande,9,suis satisfait suivi commande,suis satisfaire suivi commande
796,L'appli dispose de toutes les fonctionnalités dont j'ai besoin.,positif,application,simple,l'appli dispose de toutes les fonctionnalités dont j'ai besoin,9,l'appli dispose toutes fonctionnalités j'ai besoin,l'appli dispose toutes fonctionnalitéer j'ai besoin
797,Je ne pensais pas trouver un tel niveau de service.,positif,general,négation_positive,je ne pensais pas trouver un tel niveau de service,10,ne pensais pas trouver tel niveau service,ne pensais pas trouver tel niveau service
798,La livraison était soignée et rapide.,positif,livraison,simple,la livraison était soignée et rapide,6,livraison soignée rapide,livraison soigner rapide
799,Je suis content du service de bout en bout.,positif,general,simple,je suis content du service de bout en bout,9,suis content service bout bout,suis content service bout bout
800,Le produit est conforme et de qualité.,positif,produit,simple,le produit est conforme et de qualité,7,produit conforme qualité,produit conforme qualiter
801,J'ai reçu une notification de livraison mais le colis n'est pas là.,négatif,livraison,problème,j'ai reçu une notification de livraison mais le colis n'est pas là,12,j'ai reçu notification livraison colis n'est pas là,j'ai recevoir notification livraison colis n'est pas là
802,Le service client a bien géré ma demande urgente.,positif,support,simple,le service client a bien géré ma demande urgente,9,service client géré demande urgente,service client gérer demande urgente
803,Je ne m'attendais pas à un tel souci du détail.,positif,produit,négation_positive,je ne m'attendais pas à un tel souci du détail,10,ne m'attendais pas tel souci détail,ne m'attendais pas tel souci détail
804,Mon abonnement a été résilié par erreur.,négatif,administratif,problème,mon abonnement a été résilié par erreur,7,abonnement été résilié erreur,abonne éter résilier erreur
805,L'agent m'a proposé une solution adaptée.,positif,support,simple,l'agent m'a proposé une solution adaptée,6,l'agent m'a proposé solution adaptée,l'agent m'a proposer solution adapter
806,Je ne pensais pas qu'on pouvait aussi bien gérer un retour.,positif,remboursement,négation_positive,je ne pensais pas qu'on pouvait aussi bien gérer un retour,11,ne pensais pas qu'on pouvait gérer retour,ne pensais pas qu'on pouvait gérer retour
807,Le produit s'use plus vite que prévu.,négatif,produit,problème,le produit s'use plus vite que prévu,7,produit s'use vite prévu,produit s'use vite prévu
808,Je suis très content de l'accompagnement reçu.,positif,support,simple,je suis très content de l'accompagnement reçu,7,suis content l'accompagnement reçu,suis content l'accompagne recevoir
809,Votre service a su dépasser mes attentes.,positif,general,simple,votre service a su dépasser mes attentes,7,service su dépasser attentes,service su dépasser attentes
810,Je n'aurais pas imaginé une prise en charge aussi rapide.,positif,support,négation_positive,je n'aurais pas imaginé une prise en charge aussi rapide,10,n'aurais pas imaginé prise charge rapide,n'aurais pas imaginer prise charge rapide
811,La commande a été annulée et remboursée rapidement.,positif,remboursement,simple,la commande a été annulée et remboursée rapidement,8,commande été annulée remboursée rapidement,commande éter annuler rembourser rapide
812,Je ne pensais pas qu'il y aurait autant d'options de livraison.,positif,livraison,négation_positive,je ne pensais pas qu'il y aurait autant d'options de livraison,11,ne pensais pas qu'il aurait autant d'options livraison,ne pensais pas qu'il aurait autant d'options livraison
813,Votre application m'a fait gagner beaucoup de temps.,positif,application,simple,votre application m'a fait gagner beaucoup de temps,8,application m'a fait gagner beaucoup temps,application m'a fait gagner beaucoup temps
814,Je suis très satisfait du produit et du service.,positif,general,simple,je suis très satisfait du produit et du service,9,suis satisfait produit service,suis satisfaire produit service
815,L'agent m'a bien orienté malgré la complexité.,positif,support,simple,l'agent m'a bien orienté malgré la complexité,7,l'agent m'a orienté malgré complexité,l'agent m'a orienter malgrer complexiter
816,Je ne m'attendais pas à avoir aussi peu de problèmes.,positif,general,négation_positive,je ne m'attendais pas à avoir aussi peu de problèmes,10,ne m'attendais pas peu problèmes,ne m'attendais pas peu problèmes
817,La livraison est arrivée avec un jour d'avance.,positif,livraison,simple,la livraison est arrivée avec un jour d'avance,8,livraison arrivée jour d'avance,livraison arriver jour d'avance
818,Je suis content du niveau de service.,positif,support,simple,je suis content du niveau de service,7,suis content niveau service,suis content niveau service
819,Votre appli facilite vraiment mes achats.,positif,application,simple,votre appli facilite vraiment mes achats,6,appli facilite vraiment achats,appli facilite vrai achats
820,Je ne pensais pas qu'un service en ligne serait aussi fiable.,positif,general,négation_positive,je ne pensais pas qu'un service en ligne serait aussi fiable,11,ne pensais pas qu'un service ligne serait fiable,ne pensais pas qu'un service ligne serait fiable
821,Le colis est arrivé propre et bien fermé.,positif,livraison,simple,le colis est arrivé propre et bien fermé,8,colis arrivé propre fermé,colis arriver propre fermer
822,Je suis très satisfait de la façon dont ma réclamation a été prise en charge.,positif,support,simple,je suis très satisfait de la façon dont ma réclamation a été prise en charge,15,suis satisfait façon réclamation été prise charge,suis satisfaire façon réclamation éter prise charge
823,L'application est la meilleure que j'ai utilisée.,positif,application,simple,l'application est la meilleure que j'ai utilisée,7,l'application meilleure j'ai utilisée,l'application meilleure j'ai utiliser
824,Je ne m'attendais pas à ce que ce soit aussi pratique.,positif,general,négation_positive,je ne m'attendais pas à ce que ce soit aussi pratique,11,ne m'attendais pas soit pratique,ne m'attendais pas soit pratique
825,"Le produit est top, rien à redire.",positif,produit,simple,le produit est top rien à redire,7,produit top rien redire,produit top rien redire
826,Votre service est vraiment différenciant.,positif,general,simple,votre service est vraiment différenciant,5,service vraiment différenciant,service vrai différenciant
827,Je ne pensais pas que votre équipe résoudrait le problème aussi facilement.,positif,support,négation_positive,je ne pensais pas que votre équipe résoudrait le problème aussi facilement,12,ne pensais pas équipe résoudrait problème facilement,ne pensais pas équipe résoudrait problème facile
828,La livraison était rapide et bien organisée.,positif,livraison,simple,la livraison était rapide et bien organisée,7,livraison rapide organisée,livraison rapide organiser
829,Je suis très satisfait du remboursement.,positif,remboursement,simple,je suis très satisfait du remboursement,6,suis satisfait remboursement,suis satisfaire rembourse
830,L'appli est vraiment bien pensée.,positif,application,simple,l'appli est vraiment bien pensée,5,l'appli vraiment pensée,l'appli vrai penser
831,Je ne m'attendais pas à une telle fluidité.,positif,general,négation_positive,je ne m'attendais pas à une telle fluidité,8,ne m'attendais pas telle fluidité,ne m'attendais pas telle fluiditer
832,Le produit est élégant et fonctionnel.,positif,produit,simple,le produit est élégant et fonctionnel,6,produit élégant fonctionnel,produit élégant fonctionnel
833,Votre service est vraiment de qualité.,positif,general,simple,votre service est vraiment de qualité,6,service vraiment qualité,service vrai qualiter
834,Je ne pensais pas que la commande serait traitée si vite.,positif,general,négation_positive,je ne pensais pas que la commande serait traitée si vite,11,ne pensais pas commande serait traitée vite,ne pensais pas commande serait traiter vite
835,La livraison est toujours soignée.,positif,livraison,simple,la livraison est toujours soignée,5,livraison toujours soignée,livraison toujours soigner
836,Je suis très satisfait du produit et de la livraison.,positif,general,simple,je suis très satisfait du produit et de la livraison,10,suis satisfait produit livraison,suis satisfaire produit livraison
837,L'appli est très bien adaptée à l'utilisation mobile.,positif,application,simple,l'appli est très bien adaptée à l'utilisation mobile,8,l'appli adaptée l'utilisation mobile,l'appli adapter l'utilisation mobile
838,Je ne pensais pas que votre service serait aussi attentif.,positif,support,négation_positive,je ne pensais pas que votre service serait aussi attentif,10,ne pensais pas service serait attentif,ne pensais pas service serait attentif
839,Le produit dépasse mes attentes en termes de qualité.,positif,produit,simple,le produit dépasse mes attentes en termes de qualité,9,produit dépasse attentes termes qualité,produit dépasse attentes termes qualiter
840,Je suis impressionné par l'attention portée à chaque détail.,positif,general,simple,je suis impressionné par l'attention portée à chaque détail,9,suis impressionné l'attention portée chaque détail,suis impressionner l'attention porter chaque détail
841,Votre service m'a facilité la vie.,positif,general,simple,votre service m'a facilité la vie,6,service m'a facilité vie,service m'a faciliter vie
842,Je ne m'attendais pas à une telle cohérence.,positif,general,négation_positive,je ne m'attendais pas à une telle cohérence,8,ne m'attendais pas telle cohérence,ne m'attendais pas telle cohérence
843,La livraison est arrivée dans les délais annoncés.,positif,livraison,simple,la livraison est arrivée dans les délais annoncés,8,livraison arrivée délais annoncés,livraison arriver délais annoncéer
844,Je suis très satisfait du service client.,positif,support,simple,je suis très satisfait du service client,7,suis satisfait service client,suis satisfaire service client
845,L'application est toujours à jour.,positif,application,simple,l'application est toujours à jour,5,l'application toujours jour,l'application toujours jour
846,Je ne pensais pas que vous seriez aussi à l'écoute.,positif,support,négation_positive,je ne pensais pas que vous seriez aussi à l'écoute,10,ne pensais pas seriez l'écoute,ne pensais pas seriez l'écoute
847,La qualité du service est remarquable.,positif,general,simple,la qualité du service est remarquable,6,qualité service remarquable,qualiter service remarquable
848,Je suis satisfait du remboursement rapide.,positif,remboursement,simple,je suis satisfait du remboursement rapide,6,suis satisfait remboursement rapide,suis satisfaire rembourse rapide
849,L'appli est claire et bien structurée.,positif,application,simple,l'appli est claire et bien structurée,6,l'appli claire structurée,l'appli claire structurer
850,Je ne pensais pas que votre service serait aussi compétent.,positif,support,négation_positive,je ne pensais pas que votre service serait aussi compétent,10,ne pensais pas service serait compétent,ne pensais pas service serait compétent
851,La livraison était dans les temps et le colis intact.,positif,livraison,simple,la livraison était dans les temps et le colis intact,10,livraison temps colis intact,livraison temps colis intact
852,Je suis satisfait de la transparence du service.,positif,general,simple,je suis satisfait de la transparence du service,8,suis satisfait transparence service,suis satisfaire transparence service
853,L'application facilite vraiment mes achats quotidiens.,positif,application,simple,l'application facilite vraiment mes achats quotidiens,6,l'application facilite vraiment achats quotidiens,l'application facilite vrai achats quotidiens
854,Je ne pensais pas que ce serait aussi bien organisé.,positif,general,négation_positive,je ne pensais pas que ce serait aussi bien organisé,10,ne pensais pas serait organisé,ne pensais pas serait organiser
855,Le produit est de qualité supérieure.,positif,produit,simple,le produit est de qualité supérieure,6,produit qualité supérieure,produit qualiter supérieure
856,Votre service est toujours réactif.,positif,support,simple,votre service est toujours réactif,5,service toujours réactif,service toujours réactif
857,Je ne m'attendais pas à un produit aussi bien fini.,positif,produit,négation_positive,je ne m'attendais pas à un produit aussi bien fini,10,ne m'attendais pas produit fini,ne m'attendais pas produit fini
858,La commande a été livrée rapidement.,positif,livraison,simple,la commande a été livrée rapidement,6,commande été livrée rapidement,commande éter livrer rapide
859,Je suis très satisfait de l'ensemble du service.,positif,general,simple,je suis très satisfait de l'ensemble du service,8,suis satisfait l'ensemble service,suis satisfaire l'ensemble service
860,L'appli est bien optimisée pour mobile.,positif,application,simple,l'appli est bien optimisée pour mobile,6,l'appli optimisée mobile,l'appli optimiser mobile
861,Je ne pensais pas que votre service serait aussi rapide.,positif,support,négation_positive,je ne pensais pas que votre service serait aussi rapide,10,ne pensais pas service serait rapide,ne pensais pas service serait rapide
862,Le produit est de très haute qualité.,positif,produit,simple,le produit est de très haute qualité,7,produit haute qualité,produit haute qualiter
863,Votre service mérite d'être recommandé.,positif,general,simple,votre service mérite d'être recommandé,5,service mérite d'être recommandé,service mérite d'être recommander
864,Je suis très satisfait de mon expérience globale.,positif,general,simple,je suis très satisfait de mon expérience globale,8,suis satisfait expérience globale,suis satisfaire expérience globale
865,"L'application est rapide, stable et utile.",positif,application,simple,l'application est rapide stable et utile,6,l'application rapide stable utile,l'application rapide stable utile
866,Je ne pensais pas trouver une telle qualité de service.,positif,general,négation_positive,je ne pensais pas trouver une telle qualité de service,10,ne pensais pas trouver telle qualité service,ne pensais pas trouver telle qualiter service
867,La livraison était rapide et fiable.,positif,livraison,simple,la livraison était rapide et fiable,6,livraison rapide fiable,livraison rapide fiable
868,Je suis content de la qualité du produit livré.,positif,produit,simple,je suis content de la qualité du produit livré,9,suis content qualité produit livré,suis content qualiter produit livrer
869,Votre service client est accessible et compétent.,positif,support,simple,votre service client est accessible et compétent,7,service client accessible compétent,service client accessible compétent
870,Je ne m'attendais pas à une telle efficacité.,positif,general,négation_positive,je ne m'attendais pas à une telle efficacité,8,ne m'attendais pas telle efficacité,ne m'attendais pas telle efficaciter
871,La commande est arrivée en parfait état.,positif,produit,simple,la commande est arrivée en parfait état,7,commande arrivée parfait état,commande arriver parfait état
872,Je suis très satisfait du service rendu.,positif,support,simple,je suis très satisfait du service rendu,7,suis satisfait service rendu,suis satisfaire service rendu
873,L'appli est complète et bien conçue.,positif,application,simple,l'appli est complète et bien conçue,6,l'appli complète conçue,l'appli complète conçue
874,Je ne pensais pas que la livraison serait aussi bien gérée.,positif,livraison,négation_positive,je ne pensais pas que la livraison serait aussi bien gérée,11,ne pensais pas livraison serait gérée,ne pensais pas livraison serait gérer
875,Le produit est bien adapté à mes besoins.,positif,produit,simple,le produit est bien adapté à mes besoins,8,produit adapté besoins,produit adapter besoins
876,Votre service est dans les meilleurs.,positif,general,simple,votre service est dans les meilleurs,6,service meilleurs,service meilleurs
877,Je ne m'attendais pas à tant de soin dans le service.,positif,support,négation_positive,je ne m'attendais pas à tant de soin dans le service,11,ne m'attendais pas tant soin service,ne m'attendais pas tant soin service
878,La livraison a été parfaite.,positif,livraison,simple,la livraison a été parfaite,5,livraison été parfaite,livraison éter parfaite
879,Je suis très satisfait de la qualité globale.,positif,general,simple,je suis très satisfait de la qualité globale,8,suis satisfait qualité globale,suis satisfaire qualiter globale
880,L'application est très réactive.,positif,application,simple,l'application est très réactive,4,l'application réactive,l'application réactive
881,Je ne pensais pas que le produit serait aussi durable.,positif,produit,négation_positive,je ne pensais pas que le produit serait aussi durable,10,ne pensais pas produit serait durable,ne pensais pas produit serait durable
882,Le service est de qualité et je le recommande.,positif,general,simple,le service est de qualité et je le recommande,9,service qualité recommande,service qualiter recommande
883,Votre équipe est professionnelle et efficace.,positif,support,simple,votre équipe est professionnelle et efficace,6,équipe professionnelle efficace,équipe professionnelle efficace
884,Je ne m'attendais pas à une réactivité aussi grande.,positif,support,négation_positive,je ne m'attendais pas à une réactivité aussi grande,9,ne m'attendais pas réactivité grande,ne m'attendais pas réactiviter grande
885,La livraison était rapide et bien emballée.,positif,livraison,simple,la livraison était rapide et bien emballée,7,livraison rapide emballée,livraison rapide emballer
886,Je suis très content de mon expérience.,positif,general,simple,je suis très content de mon expérience,7,suis content expérience,suis content expérience
887,L'appli est bien pensée pour les utilisateurs réguliers.,positif,application,simple,l'appli est bien pensée pour les utilisateurs réguliers,8,l'appli pensée utilisateurs réguliers,l'appli penser utilisateurs réguliers
888,Je ne pensais pas que votre service était aussi complet.,positif,general,négation_positive,je ne pensais pas que votre service était aussi complet,10,ne pensais pas service complet,ne pensais pas service complet
889,Le produit est solide et pratique.,positif,produit,simple,le produit est solide et pratique,6,produit solide pratique,produit solide pratique
890,Votre service est irréprochable.,positif,general,simple,votre service est irréprochable,4,service irréprochable,service irréprochable
891,Je ne m'attendais pas à autant d'efficacité.,positif,general,négation_positive,je ne m'attendais pas à autant d'efficacité,7,ne m'attendais pas autant d'efficacité,ne m'attendais pas autant d'efficaciter
892,La livraison est fiable et rapide.,positif,livraison,simple,la livraison est fiable et rapide,6,livraison fiable rapide,livraison fiable rapide
893,Je suis très satisfait de la qualité.,positif,produit,simple,je suis très satisfait de la qualité,7,suis satisfait qualité,suis satisfaire qualiter
894,L'application est excellente dans son domaine.,positif,application,simple,l'application est excellente dans son domaine,6,l'application excellente domaine,l'application excellente domaine
895,Je ne pensais pas que votre équipe serait aussi disponible.,positif,support,négation_positive,je ne pensais pas que votre équipe serait aussi disponible,10,ne pensais pas équipe serait disponible,ne pensais pas équipe serait disponible
896,Le produit est beau et fonctionnel.,positif,produit,simple,le produit est beau et fonctionnel,6,produit beau fonctionnel,produit beau fonctionnel
897,Votre service est à la hauteur de sa réputation.,positif,general,simple,votre service est à la hauteur de sa réputation,9,service hauteur réputation,service hauteur réputation
898,Je ne m'attendais pas à un tel niveau de service.,positif,support,négation_positive,je ne m'attendais pas à un tel niveau de service,10,ne m'attendais pas tel niveau service,ne m'attendais pas tel niveau service
899,La livraison est toujours dans les délais.,positif,livraison,simple,la livraison est toujours dans les délais,7,livraison toujours délais,livraison toujours délais
900,Je suis très satisfait de votre service.,positif,general,simple,je suis très satisfait de votre service,7,suis satisfait service,suis satisfaire service
901,L'appli répond parfaitement à mes attentes.,positif,application,simple,l'appli répond parfaitement à mes attentes,6,l'appli répond parfaitement attentes,l'appli répond parfaite attentes
902,Je ne pensais pas trouver un service aussi fiable.,positif,general,négation_positive,je ne pensais pas trouver un service aussi fiable,9,ne pensais pas trouver service fiable,ne pensais pas trouver service fiable
903,Le produit est conforme et bien conçu.,positif,produit,simple,le produit est conforme et bien conçu,7,produit conforme conçu,produit conforme conçu
904,Votre service est vraiment au top.,positif,general,simple,votre service est vraiment au top,6,service vraiment top,service vrai top
905,Je ne m'attendais pas à une telle qualité de produit.,positif,produit,négation_positive,je ne m'attendais pas à une telle qualité de produit,10,ne m'attendais pas telle qualité produit,ne m'attendais pas telle qualiter produit
906,La livraison est toujours rapide.,positif,livraison,simple,la livraison est toujours rapide,5,livraison toujours rapide,livraison toujours rapide
907,Je suis très satisfait de l'expérience d'achat.,positif,general,simple,je suis très satisfait de l'expérience d'achat,7,suis satisfait l'expérience d'achat,suis satisfaire l'expérience d'achat
908,L'application est utile et bien organisée.,positif,application,simple,l'application est utile et bien organisée,6,l'application utile organisée,l'application utile organiser
909,Je ne pensais pas que le service serait aussi humain.,positif,support,négation_positive,je ne pensais pas que le service serait aussi humain,10,ne pensais pas service serait humain,ne pensais pas service serait humain
910,Le produit est de qualité et bien fini.,positif,produit,simple,le produit est de qualité et bien fini,8,produit qualité fini,produit qualiter fini
911,Votre service est efficace et fiable.,positif,general,simple,votre service est efficace et fiable,6,service efficace fiable,service efficace fiable
912,Je ne m'attendais pas à un tel professionnalisme.,positif,support,négation_positive,je ne m'attendais pas à un tel professionnalisme,8,ne m'attendais pas tel professionnalisme,ne m'attendais pas tel professionnalisme
913,La livraison est soignée et rapide.,positif,livraison,simple,la livraison est soignée et rapide,6,livraison soignée rapide,livraison soigner rapide
914,Je suis très satisfait du produit reçu.,positif,produit,simple,je suis très satisfait du produit reçu,7,suis satisfait produit reçu,suis satisfaire produit recevoir
915,L'appli est parfaitement adaptée à mon usage.,positif,application,simple,l'appli est parfaitement adaptée à mon usage,7,l'appli parfaitement adaptée usage,l'appli parfaite adapter usage
916,Je ne pensais pas être aussi bien pris en charge.,positif,support,négation_positive,je ne pensais pas être aussi bien pris en charge,10,ne pensais pas pris charge,ne pensais pas pris charge
917,Le produit est élégant et de qualité.,positif,produit,simple,le produit est élégant et de qualité,7,produit élégant qualité,produit élégant qualiter
918,Votre service dépasse toujours les attentes.,positif,general,simple,votre service dépasse toujours les attentes,6,service dépasse toujours attentes,service dépasse toujours attentes
919,Je ne m'attendais pas à autant de satisfaction.,positif,general,négation_positive,je ne m'attendais pas à autant de satisfaction,8,ne m'attendais pas autant satisfaction,ne m'attendais pas autant satisfaction
920,La livraison était parfaite du début à la fin.,positif,livraison,simple,la livraison était parfaite du début à la fin,9,livraison parfaite début fin,livraison parfaite début fin
921,Je suis très satisfait de la réactivité du service.,positif,support,simple,je suis très satisfait de la réactivité du service,9,suis satisfait réactivité service,suis satisfaire réactiviter service
922,L'application est une vraie réussite.,positif,application,simple,l'application est une vraie réussite,5,l'application vraie réussite,l'application vraie réussite
923,Je ne pensais pas que votre service serait aussi bien noté à juste titre.,positif,general,négation_positive,je ne pensais pas que votre service serait aussi bien noté à juste titre,14,ne pensais pas service serait noté juste titre,ne pensais pas service serait noter juste titre
924,Le produit est exactement ce que je cherchais.,positif,produit,simple,le produit est exactement ce que je cherchais,8,produit exactement cherchais,produit exacte cherchais
925,Votre service est dans les meilleurs de sa catégorie.,positif,general,simple,votre service est dans les meilleurs de sa catégorie,9,service meilleurs catégorie,service meilleurs catégorie
926,Je ne m'attendais pas à une aussi bonne expérience.,positif,general,négation_positive,je ne m'attendais pas à une aussi bonne expérience,9,ne m'attendais pas bonne expérience,ne m'attendais pas bonne expérience
927,La livraison est dans les délais et bien emballée.,positif,livraison,simple,la livraison est dans les délais et bien emballée,9,livraison délais emballée,livraison délais emballer
928,Je suis très satisfait du service client.,positif,support,simple,je suis très satisfait du service client,7,suis satisfait service client,suis satisfaire service client
929,L'appli est fluide et sans bugs.,positif,application,simple,l'appli est fluide et sans bugs,6,l'appli fluide bugs,l'appli fluide bugs
930,Je ne pensais pas que votre service serait aussi apprécié.,positif,general,négation_positive,je ne pensais pas que votre service serait aussi apprécié,10,ne pensais pas service serait apprécié,ne pensais pas service serait apprécier
931,Le produit est bien conçu et agréable à utiliser.,positif,produit,simple,le produit est bien conçu et agréable à utiliser,9,produit conçu agréable utiliser,produit conçu agréable utiliser
932,Votre service est fiable et réactif.,positif,general,simple,votre service est fiable et réactif,6,service fiable réactif,service fiable réactif
933,Je ne m'attendais pas à autant de fluidité.,positif,general,négation_positive,je ne m'attendais pas à autant de fluidité,8,ne m'attendais pas autant fluidité,ne m'attendais pas autant fluiditer
934,La livraison est ponctuelle.,positif,livraison,simple,la livraison est ponctuelle,4,livraison ponctuelle,livraison ponctuelle
935,Je suis très satisfait du produit et du support.,positif,general,simple,je suis très satisfait du produit et du support,9,suis satisfait produit support,suis satisfaire produit support
936,L'application est bien adaptée à toutes les plateformes.,positif,application,simple,l'application est bien adaptée à toutes les plateformes,8,l'application adaptée toutes plateformes,l'application adapter toutes plateformes
937,Je ne pensais pas que votre service serait aussi accessible.,positif,general,négation_positive,je ne pensais pas que votre service serait aussi accessible,10,ne pensais pas service serait accessible,ne pensais pas service serait accessible
938,Le produit est robuste et de belle qualité.,positif,produit,simple,le produit est robuste et de belle qualité,8,produit robuste belle qualité,produit robuste belle qualiter
939,Votre service est vraiment un modèle.,positif,general,simple,votre service est vraiment un modèle,6,service vraiment modèle,service vrai modèle
940,Je ne m'attendais pas à une telle disponibilité.,positif,support,négation_positive,je ne m'attendais pas à une telle disponibilité,8,ne m'attendais pas telle disponibilité,ne m'attendais pas telle disponibiliter
941,La livraison était dans les temps et soignée.,positif,livraison,simple,la livraison était dans les temps et soignée,8,livraison temps soignée,livraison temps soigner
942,Je suis très satisfait de mon achat en ligne.,positif,general,simple,je suis très satisfait de mon achat en ligne,9,suis satisfait achat ligne,suis satisfaire achat ligne
943,L'appli est simple à prendre en main.,positif,application,simple,l'appli est simple à prendre en main,7,l'appli simple prendre main,l'appli simple prendre main
944,Je ne pensais pas que votre service serait aussi impressionnant.,positif,general,négation_positive,je ne pensais pas que votre service serait aussi impressionnant,10,ne pensais pas service serait impressionnant,ne pensais pas service serait impressionnant
945,Le produit est fonctionnel et bien pensé.,positif,produit,simple,le produit est fonctionnel et bien pensé,7,produit fonctionnel pensé,produit fonctionnel penser
946,Votre service est excellent à tous les niveaux.,positif,general,simple,votre service est excellent à tous les niveaux,8,service excellent tous niveaux,service excellent tous niveaux
947,Je ne m'attendais pas à une aussi bonne qualité de service.,positif,support,négation_positive,je ne m'attendais pas à une aussi bonne qualité de service,11,ne m'attendais pas bonne qualité service,ne m'attendais pas bonne qualiter service
948,"La livraison est rapide, fiable et soignée.",positif,livraison,simple,la livraison est rapide fiable et soignée,7,livraison rapide fiable soignée,livraison rapide fiable soigner
949,Je suis très satisfait de la qualité du produit.,positif,produit,simple,je suis très satisfait de la qualité du produit,9,suis satisfait qualité produit,suis satisfaire qualiter produit
950,L'application est vraiment bien réalisée.,positif,application,simple,l'application est vraiment bien réalisée,5,l'application vraiment réalisée,l'application vrai réaliser
951,Je ne pensais pas que votre service serait aussi performant.,positif,general,négation_positive,je ne pensais pas que votre service serait aussi performant,10,ne pensais pas service serait performant,ne pensais pas service serait performant
952,Le produit est solide et bien finalisé.,positif,produit,simple,le produit est solide et bien finalisé,7,produit solide finalisé,produit solide finaliser
953,Votre service est dans les meilleurs que j'ai essayés.,positif,general,simple,votre service est dans les meilleurs que j'ai essayés,9,service meilleurs j'ai essayés,service meilleurs j'ai essayéer
